ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
304	flocker/autologistic_equilibrium	flocker	autologistic_equilibrium	true	Autologistic Occupancy — Equilibrium Initial Occupancy	autologistic_multiseason	fd_multi	det: ~ uc1 + ec1; col: ~ uc1; auto: ~ 1			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.422927+00:00	200	0	https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	uc1,ec1	det,col,auto	insufficient_terms:2/5	not_claimed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=7618; matched_terms=autologistic,ec1,uc1; context_sha256=be85c1023b3b2173	f743402bfca80aa2382ddc6bd3693a28f65d99f81ec0ad82c5ec9f5671151b1d
305	flocker/augmented_multispecies	flocker	augmented_multispecies	true	Data-Augmented Occupancy — Species Richness Estimation	augmented_richness	fd_augmented	occ: ~ (1 | ff_species); det: ~ uc1 + ec1 + (1 + uc1 + ec1 | ff_species)			https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	synthetic	flocker.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.422927+00:00	200	0	https://jsocolar.github.io/flocker/articles/flocker_tutorial.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	occ,ff_species,uc1,ec1	det	partial_semantic_terms:4/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=8; matched_terms=augmented,data,occ,occupancy; context_sha256=82c40cbbd2585ba1	f743402bfca80aa2382ddc6bd3693a28f65d99f81ec0ad82c5ec9f5671151b1d
306	mvgam/portal_glm_re	mvgam	portal_glm_re	true	Poisson GLM — Hierarchical Year Random Effects	portal_counts	portal_synth	"'count ~ s(year_fac, bs = ""re"") - 1'"			https://nicholasjclark.github.io/mvgam/articles/mvgam_overview.html	synthetic	mvgam.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.793350+00:00	200	0	https://nicholasjclark.github.io/mvgam/articles/mvgam_overview.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,year_fac		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=5761; matched_terms=count,random; context_sha256=21c5491f0e6c04ee	b0b7617d9d0a07e1786a4166f73f1f08e3c82f87c9be1982807d68bb50e78cde
307	mvgam/portal_ar_ndvi	mvgam	portal_ar_ndvi	true	Poisson GAM — NDVI Smooth + AR(1) Latent Trend	portal_counts	portal_synth	obs: count ~ 1 | trend: ~ s(ndvi_ma12, k = 6) [AR()]			https://nicholasjclark.github.io/mvgam/articles/mvgam_overview.html	synthetic	mvgam.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.793350+00:00	200	0	https://nicholasjclark.github.io/mvgam/articles/mvgam_overview.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	count,trend,ndvi_ma12	obs	partial_semantic_terms:3/4	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=213; matched_terms=gam,latent,trend; context_sha256=4505aac0b2fcf8aa	b0b7617d9d0a07e1786a4166f73f1f08e3c82f87c9be1982807d68bb50e78cde
308	mvgam/portal_shared_trend	mvgam	portal_shared_trend	true	Shared Latent Trend — Multi-Series Seasonal AR(1)	portal_counts	portal_synth	"'obs: count ~ series - 1 | trend: ~ s(season, bs = ""cc"", k = 8) [AR()]'"			https://nicholasjclark.github.io/mvgam/articles/shared_states.html	synthetic	mvgam.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.796581+00:00	200	0	https://nicholasjclark.github.io/mvgam/articles/shared_states.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	series,trend,season	obs,count	partial_semantic_terms:3/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=530; matched_terms=latent,series,shared,trend; context_sha256=2e8e48295a839467	7dc2a5989b77c6ee638afbfd95d3e46c2b4a49d76c92b10f7e757e440fae266f
309	mvgam/plankton_var	mvgam	plankton_var	true	Gaussian VAR — Tensor-Product Environmental Smooths	plankton_var	plankton_synth	obs: y ~ -1 | trend: ~ te(temp, month, k = c(4, 4)) + te(temp, month, k = c(4, 4), by = trend) - 1 [VAR(cor = TRUE)]			https://nicholasjclark.github.io/mvgam/articles/trend_formulas.html	synthetic	mvgam.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.817308+00:00	200	0	https://nicholasjclark.github.io/mvgam/articles/trend_formulas.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	obs,trend,temp,month,var,cor		partial_semantic_terms:6/6	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=720; matched_terms=obs,trend,var; context_sha256=fec4bce5c8ff369c	3e9708296a12f3eb1fb9df12772575500b8c554285aa313baf385bffb6ff081f
310	mvgam/salmon_beta_ar	mvgam	salmon_beta_ar	true	Beta AR(1) — Time-Varying Upwelling Effect on Salmon Survival	salmon_survival	salmon_synth	obs: survival ~ 1 | trend: ~ dynamic(CUI.apr, k = 25, scale = FALSE) - 1 [AR()]			https://nicholasjclark.github.io/mvgam/articles/time_varying_effects.html	synthetic	mvgam.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.815158+00:00	200	0	https://nicholasjclark.github.io/mvgam/articles/time_varying_effects.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	survival,trend,dynamic,cui,apr,scale	obs	partial_semantic_terms:6/7	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=9409; matched_terms=apr,cui,salmon,survival,upwelling; context_sha256=60b5d3572c5f83e5	63fc3eb4b911de31533e6b4fede016e2191ce456e09eda98a23dd2cc32ad3d19
311	mvgam/nmix_detection	mvgam	nmix_detection	true	N-Mixture — Smooth Detection and Abundance Sub-Models	nmix_detection	nmix_synth	"'obs: y ~ s(det_cov, k = 4) + s(det_cov2, k = 4) | trend: ~ s(abund_cov, k = 4) + s(abund_fac, bs = ""re"") [nmix()]'"			https://nicholasjclark.github.io/mvgam/articles/nmixtures.html	synthetic	mvgam.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.794041+00:00	200	0	https://nicholasjclark.github.io/mvgam/articles/nmixtures.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	obs,det_cov,det_cov2,trend,abund_cov,abund_fac,nmix		partial_semantic_terms:7/7	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=370; matched_terms=abundance,and,detection,mixture,models,nmix,obs; context_sha256=7d04bfd1c5e84efa	761e3c6197d7083c51c85c0e9b77c2af5ce2746c03b0bae9fec9d8c6f2891e81
312	lme4/sleepstudy_slope	lme4	sleepstudy_slope	true	Sleep Deprivation — Correlated Random Slopes	sleep_deprivation	sleepstudy	Reaction ~ Days + (Days | Subject)	gaussian		https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	lme4.jl			gaussian	explicit_metadata	2026-07-28T21:07:08.672557+00:00	200	0	https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	application/pdf	cited_project_author_publisher_surface	false	false		reaction,days,subject	insufficient_terms:0/3	not_observed	not_observed	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.			60474d07bdb3a511f804a6cd2e73494fd8eb5713f532e2382f69c5dea2e8782e
313	lme4/sleepstudy_uncorr	lme4	sleepstudy_uncorr	true	Sleep Deprivation — Uncorrelated Random Slopes	sleep_deprivation	sleepstudy	Reaction ~ Days + (Days || Subject)	gaussian		https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	lme4.jl			gaussian	explicit_metadata	2026-07-28T21:07:08.672557+00:00	200	0	https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	application/pdf	cited_project_author_publisher_surface	false	false		reaction,days,subject	insufficient_terms:0/3	not_observed	not_observed	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.			60474d07bdb3a511f804a6cd2e73494fd8eb5713f532e2382f69c5dea2e8782e
314	lme4/dyestuff_re	lme4	dyestuff_re	true	Dyestuff — Minimal Random-Intercept LMM	dyestuff	dyestuff	Yield ~ 1 + (1 | Batch)	gaussian		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv	lme4.jl			gaussian	explicit_metadata	2026-07-28T21:07:08.675823+00:00	200	0	https://www.jstatsoft.org/article/view/v067i01	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		yield,batch	insufficient_terms:0/2	not_observed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f
315	lme4/lme4_cbpp_glmm	lme4	lme4_cbpp_glmm	true	CBPP — Binomial GLMM (lme4 syntax)	cbpp	lme4_cbpp	cbind(incidence, size - incidence) ~ period + (1 | herd)	binomial		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	lme4.jl			binomial	explicit_metadata	2026-07-28T21:07:08.675823+00:00	200	0	https://www.jstatsoft.org/article/view/v067i01	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		cbind,incidence,size,period,herd	insufficient_terms:0/5	not_observed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=42; matched_terms=lme4; context_sha256=730673dc67fbe355	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f
316	lme4/penicillin_crossed	lme4	penicillin_crossed	true	Penicillin — Crossed Random Intercepts	penicillin	penicillin	diameter ~ 1 + (1 | plate) + (1 | sample)	gaussian		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv	lme4.jl			gaussian	explicit_metadata	2026-07-28T21:07:08.675823+00:00	200	0	https://www.jstatsoft.org/article/view/v067i01	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		diameter,plate,sample	insufficient_terms:0/3	not_observed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f
317	lme4/pastes_nested	lme4	pastes_nested	true	Pastes — Nested Random Effects	pastes	pastes	strength ~ (1 | batch/cask)	gaussian		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Pastes.csv	lme4.jl			gaussian	explicit_metadata	2026-07-28T21:07:08.675823+00:00	200	0	https://www.jstatsoft.org/article/view/v067i01	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		strength,batch,cask	insufficient_terms:0/3	not_observed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f
318	lme4/verbagg_crossed	lme4	verbagg_crossed	true	Verbal Aggression — Bernoulli GLMM, Crossed Random Effects	verbal_aggression	verbagg	r2 ~ Anger + Gender + btype + situ + (1 | id) + (1 | item)	binomial		https://doi.org/10.18637/jss.v067.i01	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/VerbAgg.csv	lme4.jl			binomial	explicit_metadata	2026-07-28T21:07:08.675823+00:00	200	0	https://www.jstatsoft.org/article/view/v067i01	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false		anger,gender,btype,situ,item	insufficient_terms:0/5	not_observed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f
319	lme4/contraception_urban	lme4	contraception_urban	true	Contraception — Binomial GLMM with Random Slopes	contraception	contraception	use ~ age + I(age^2) + livch + urban + (urban | district)	binomial		https://cran.r-project.org/package=lme4	https://vincentarelbundock.github.io/Rdatasets/csv/mlmRev/Contraception.csv	lme4.jl			binomial	explicit_metadata	2026-07-28T21:07:08.657201+00:00	200	0	https://cran.r-project.org/web/packages/lme4/index.html	text/html	cited_project_author_publisher_surface	false	false	use	age,livch,urban,district	insufficient_terms:1/5	not_observed	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=6718; matched_terms=use; context_sha256=6e2225a2efaa5227	9b773393d8025ed77ecc71827823f7f2c7414dce9141ddaf1f7d2bf9d2659144
320	mixed_models_jl/dyestuff_re	mixed_models_jl	dyestuff_re	true	Dyestuff — Minimal Random-Intercept LMM	dyestuff	dyestuff	Yield ~ 1 + (1 | Batch)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv	mixed_models_jl.jl			gaussian	explicit_metadata	2026-07-28T21:07:09.466472+00:00	200	0	https://juliastats.org/MixedModels.jl/stable/constructors/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	yield,batch		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1500; matched_terms=batch,dyestuff,yield; context_sha256=0bedac9d24450ebf	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e
321	mixed_models_jl/sleepstudy_slope	mixed_models_jl	sleepstudy_slope	true	Sleep Deprivation — Correlated Random Slopes	sleep_deprivation	sleepstudy	Reaction ~ 1 + Days + (1 + Days | Subject)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	mixed_models_jl.jl			gaussian	explicit_metadata	2026-07-28T21:07:09.466472+00:00	200	0	https://juliastats.org/MixedModels.jl/stable/constructors/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	reaction,days,subject		partial_semantic_terms:3/3	explicit_token_present	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=9318; matched_terms=days,deprivation,reaction,sleep,sleepstudy,slopes,subject; context_sha256=1a3843f3c5a56629	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e
322	mixed_models_jl/sleepstudy_zerocorr	mixed_models_jl	sleepstudy_zerocorr	true	Sleep Deprivation — Uncorrelated Random Slopes (zerocorr)	sleep_deprivation	sleepstudy	Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	mixed_models_jl.jl			gaussian	explicit_metadata	2026-07-28T21:07:09.466472+00:00	200	0	https://juliastats.org/MixedModels.jl/stable/constructors/	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	reaction,days,zerocorr,subject		partial_semantic_terms:4/4	explicit_token_present	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=9318; matched_terms=days,deprivation,reaction,sleep,sleepstudy,slopes,subject; context_sha256=1a3843f3c5a56629	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e
